Year,Month,Longitude,Latitude
2013.0,4.0,-56.4186,-66.1381
2021.0,2.0,142.784853,17.795642
2013.0,1.0,-41.03306099,-60.93911468
2011.0,3.0,-169.14039887,-74.45738821
2014.0,7.0,-142.688227453,-40.903271102
2019.0,9.0,152.9368,60.6145
2013.0,10.0,96.0506808,-8.2336733
2020.0,9.0,-124.9047120433,-50.5574691924
2017.0,5.0,-160.9513,-20.2442
2018.0,7.0,15.7175,40.0458
2015.0,1.0,87.879547,60.380541
2015.0,8.0,109.78444782,76.94173613
2012.0,8.0,32.842639521,65.449541552
2017.0,7.0,98.21753393,13.03525616
2021.0,4.0,154.28075,62.81324
2021.0,7.0,129.29770609,2.46862695
2021.0,1.0,54.484,34.638
2020.0,4.0,-138.5948,-0.0863
2011.0,11.0,111.4465,-16.5557
2010.0,2.0,-132.6742916,-77.7181771
2015.0,2.0,31.25644,48.59206
2012.0,3.0,-50.974516,-62.01165
2016.0,11.0,-0.320537,-21.639248
2010.0,10.0,-61.0242940864,65.3085627096
2011.0,9.0,-111.6237,-37.4142
2013.0,1.0,-134.2118536,-78.8564859
2019.0,5.0,103.326876169,-21.185118125
2015.0,2.0,8.47308651,-73.81800927
2016.0,4.0,57.5982,-43.092
2017.0,10.0,-7.528,62.2539
2014.0,7.0,-136.299429204,-56.700787428
2016.0,2.0,112.9673,-20.7636
2020.0,7.0,79.4739089397,4.2646126058
2018.0,4.0,-135.2549374,22.7465745
2019.0,1.0,-146.51565379,53.497594953
2017.0,12.0,163.67005,7.59594
2018.0,11.0,-31.111437706,-89.436093747
2021.0,7.0,-61.42103,74.77373
2012.0,6.0,-80.175839,-17.891545
2017.0,7.0,-68.3946,-36.9185
2017.0,8.0,-167.588507,-34.919722
2020.0,9.0,-28.924232677,-60.646830367
2020.0,3.0,-155.6099,54.8526
2015.0,11.0,164.4275262,-82.9839157
2010.0,8.0,168.5794945,26.3964342
2021.0,2.0,-167.638821551,3.362068088
2017.0,5.0,-67.96780707,46.42962613
2010.0,6.0,-2.478801,-37.954705
2011.0,10.0,33.24286,2.72785
2012.0,11.0,8.41919,30.70765
2019.0,10.0,132.1868,21.2637
2019.0,4.0,-13.10703,-1.56205
2012.0,4.0,-7.86410686,42.836756644
2020.0,9.0,73.2356,77.9878
2010.0,5.0,130.2044,84.9142
2015.0,11.0,55.3262706,-86.1406736
2020.0,10.0,176.679047,-22.48506
2017.0,8.0,155.243461781,38.973649558
2015.0,12.0,93.08232,-52.9933878
2016.0,5.0,62.9941735059,67.4221963393
2020.0,6.0,-171.1277763,-6.70023881
2021.0,9.0,123.187603,-1.644191
2015.0,2.0,149.8741886428,-29.5662612231
2012.0,5.0,142.5959,89.2886
2010.0,7.0,4.21161427,-26.31247674
2020.0,5.0,-9.380236,-84.823884
2020.0,8.0,-147.2015648545,19.9990426742
2021.0,4.0,82.185506835,82.696985356
2019.0,6.0,11.49987,48.32674
2013.0,4.0,41.413824,13.379505
2020.0,4.0,69.20079,14.58742
2011.0,11.0,76.1824094359,30.1833541828
2010.0,8.0,2.6452507936,89.8270328594
2019.0,2.0,-21.294651,-1.08073866
2015.0,5.0,-140.45131741,23.52477203
2015.0,10.0,100.93771,69.38578
2011.0,4.0,178.9474322251,-0.6782200271
2021.0,5.0,-5.1355,64.8988
2015.0,6.0,-131.31601691,-82.78529381
2020.0,8.0,-166.4343984953,64.5164080189
2020.0,11.0,-36.2267756223,-87.6280015859
2021.0,12.0,142.92383304,-56.46064754
2018.0,3.0,-24.2295,20.3297
2012.0,5.0,-38.016771325,-33.112931027
2014.0,5.0,171.533451,-26.094266
2019.0,2.0,67.06095,-74.55634
2016.0,4.0,110.9854834,-23.2308544
2020.0,12.0,97.48854,40.05455
2013.0,1.0,105.669602,74.5592375
2012.0,4.0,-134.1709454356,-66.4508203023
2015.0,1.0,64.362842608,-45.359410075
2017.0,6.0,71.02548043,-87.37449751
2014.0,7.0,5.185,-44.3915
2018.0,12.0,98.6482,39.9672
2020.0,4.0,157.3629943,52.19896091
2015.0,9.0,-159.0954246481,-74.1769161603
2019.0,4.0,92.86494693,-36.12612376
2015.0,9.0,-178.7664848,-39.9278168
2021.0,8.0,59.779561,-89.477831
2013.0,7.0,160.26943,0.702605
2013.0,7.0,-0.719342521,-1.1822087364
2013.0,4.0,137.119511,-82.313573
2013.0,8.0,-81.2633456,-27.1457355
2019.0,7.0,29.815359,-15.405288
2019.0,11.0,141.06750272,46.9352752
2020.0,3.0,-29.212918,25.911712
2016.0,10.0,100.5525,11.3429
2012.0,4.0,30.90816,-70.71347
2020.0,12.0,155.952041,-41.157594
2010.0,6.0,-105.52013,-0.83918
2019.0,1.0,-118.7190991974,-12.3005533024
2017.0,9.0,-88.5117,25.8773
2018.0,3.0,62.3133182,-87.8426895
2015.0,4.0,-78.2366957287,-68.5658258214
2016.0,8.0,111.973924482,65.8905054288
2010.0,12.0,-168.7451287,12.989816
2014.0,8.0,168.331145,8.476887
2018.0,6.0,123.671899154,30.266303219
2016.0,2.0,-168.029741,-63.5387909
2020.0,10.0,39.6652219,-14.14205283
2010.0,11.0,122.2620981,-41.53703848
2011.0,8.0,-90.6627183,-20.1584843
2019.0,7.0,-132.5218538033,57.8760348569
2021.0,8.0,121.5331,-7.7846
2021.0,2.0,-131.4940708605,-53.7504212743
2012.0,1.0,-105.8732037142,-32.9119464749
2019.0,1.0,-3.48199,-80.77922
2017.0,6.0,-144.350015,31.867741
2012.0,2.0,-86.78175,-9.63154
2014.0,1.0,61.2844545402,72.6712151331
2010.0,12.0,134.9501557,-58.6276002
2014.0,2.0,57.8453383763,-85.6407828693
2021.0,12.0,52.871807504,-22.410121544
2017.0,8.0,-118.854357403,-45.168447422
2017.0,2.0,-44.4555955,-10.070841
2017.0,8.0,160.22282779,-34.90178296
2018.0,9.0,-23.29371535,-63.20995671
2011.0,2.0,161.6114,-61.0514
2017.0,3.0,23.1931518,-4.9277142
2012.0,9.0,-22.379945772,88.600080888
2016.0,7.0,-6.9138,-51.9319
2017.0,2.0,145.3985468,27.1117386
2012.0,8.0,-159.440293,-59.628277
2011.0,3.0,-12.274021902,4.531121664
2021.0,6.0,77.2173381,49.7844919
2018.0,6.0,81.3525792,-28.4936657
2021.0,1.0,-12.1561721983,1.821776423
2019.0,9.0,51.119419,-71.0763009
2011.0,11.0,-140.2244,-45.4866
2010.0,12.0,154.2776,-76.6121
2015.0,4.0,71.60055,-89.74453
2021.0,4.0,-44.37759437,28.71853651
2016.0,2.0,-6.31008866,-59.68289259
2014.0,7.0,-22.598786,14.146564
2020.0,6.0,119.84753607,31.40845258
2016.0,3.0,-82.16449,-79.06582
2019.0,9.0,-163.59898606,-1.61374108
2019.0,10.0,-103.038402069,42.242153494
2018.0,11.0,130.23650265,-40.58853364
2021.0,5.0,14.022,-88.68969
2019.0,5.0,176.8566263498,50.474527727
2015.0,9.0,54.35256,12.25475
2018.0,2.0,-98.2192971048,67.1006715102
2020.0,3.0,-77.4335,-71.432
2016.0,1.0,-114.76026374,54.32545359
2019.0,1.0,-41.7516,-52.58437
2012.0,5.0,-165.1876544377,-82.232286583
2021.0,2.0,50.866,-88.1459
2018.0,1.0,-57.72757,-44.8701
2013.0,10.0,-122.47618916,-23.17523309
2015.0,3.0,-151.280142748,13.029632152
2021.0,3.0,-42.238879,-76.525144
2013.0,7.0,-146.7804413,37.6743776
2019.0,7.0,-18.92701,19.96979
2019.0,7.0,96.66960988,-76.06461901
2017.0,2.0,-61.38539,82.80995
2020.0,2.0,-64.576004738,-27.432080306
2010.0,1.0,106.7835,-74.4757
2021.0,10.0,28.632403,12.332186
2010.0,9.0,153.0139413,-88.4096366
2016.0,11.0,94.3319479055,-11.419704561
2019.0,9.0,148.2950226089,-49.8594141899
2021.0,9.0,-69.8362,46.9351
2021.0,3.0,-120.1799180767,71.9551839149
2017.0,11.0,134.069863518,-79.985070927
2010.0,4.0,-129.30036,-15.41678
2020.0,3.0,73.0813952057,57.6473267503
2018.0,7.0,-95.4718763,-77.00101
2010.0,4.0,-167.498791,-2.981239
2018.0,5.0,-128.6999,-75.1998
2012.0,8.0,-104.770501747,37.206781263
2013.0,1.0,-103.5716531,35.4685117
2011.0,7.0,-61.37478,-40.81581
2014.0,5.0,-145.25940321,-69.96819312
2013.0,8.0,110.3779,76.1117
2010.0,7.0,18.11258,51.70068
2016.0,10.0,163.7515,23.3492
2013.0,10.0,116.2778,-89.76487
2020.0,10.0,25.0959,-41.2846
2017.0,9.0,-150.519734527,37.863408992
2020.0,1.0,-117.69465409,27.35896381
2010.0,6.0,172.79842,67.94035
2019.0,6.0,-129.9677,36.0386
2012.0,4.0,8.0656,-61.6379
2018.0,5.0,-48.926359097,65.604885066
2013.0,10.0,48.3003099,31.5344513
2017.0,3.0,-75.9778,64.0854
2011.0,1.0,163.77528447,-28.95186288
2015.0,8.0,-14.2186653,18.6524886
2019.0,3.0,29.95917858,30.06683895
2016.0,6.0,173.289148916,21.252649532
2011.0,4.0,90.37223,16.44454
2017.0,8.0,52.643371,34.974911
2014.0,11.0,-23.281308,-83.225944
2012.0,6.0,-3.2073364,-79.65780361
2013.0,5.0,-32.49302,-60.0872
2010.0,2.0,113.4826191,84.7434637
2010.0,11.0,109.05256,58.03353
2019.0,5.0,-106.78901984,0.02238591
2020.0,6.0,12.656623,18.503368
2011.0,3.0,44.80582,4.83284
2014.0,5.0,-58.4988379,-31.9892099
2017.0,10.0,173.510427,-84.505147
2015.0,6.0,-93.792,-16.994
2015.0,3.0,78.750074303,73.164906091
2021.0,4.0,-159.6061216625,-5.8487836805
2010.0,1.0,170.41842,73.63799
2017.0,9.0,-20.793973167,18.856827845
2016.0,5.0,179.648217,-59.330214
2018.0,3.0,165.2698,-27.2752
2017.0,8.0,163.543,2.8666
2010.0,11.0,-100.58903,16.0888
2021.0,2.0,-54.32969646,-61.80142317
2013.0,3.0,108.55428467,34.82053895
2011.0,12.0,-58.70685,74.24119
2015.0,3.0,63.80234,-84.899366
2021.0,10.0,86.46539042,-61.17332573
2021.0,12.0,-170.803793,42.630474
2014.0,3.0,-62.953278,43.465751
2010.0,10.0,126.7130603,-4.6426315
2020.0,8.0,-172.7452654,12.1262578
2013.0,12.0,-175.143507188,-76.577158631
2015.0,10.0,71.3332246829,-22.7754231146
2016.0,10.0,-94.022774,63.165659
2017.0,10.0,-59.586,77.9239
2012.0,10.0,-165.3100573,-67.537282
2015.0,2.0,-120.02325,2.678415
2010.0,6.0,-97.9665838339,-73.4879819791
2014.0,3.0,85.850347,-10.926562
2016.0,6.0,-56.9051613,69.7950627
2019.0,1.0,40.743901185,29.630653094
2021.0,1.0,-142.6881613596,11.0823007759
2020.0,12.0,-153.628093509,-17.8238884
2015.0,4.0,-150.59667,-40.42806
2014.0,8.0,-176.5624969,-76.6719664
2020.0,11.0,117.6730045,-4.3925407
2019.0,12.0,-77.7826,1.0359
2014.0,8.0,155.862730036,-5.465411672
2012.0,5.0,-149.70183,35.28832
2014.0,9.0,-13.6613841,-84.6541072
2014.0,9.0,-75.772468263,3.083856693
2013.0,5.0,-55.5953456,41.3903383
2011.0,9.0,-81.6719815,-46.2934311
2014.0,4.0,-59.3130075974,-21.1496619776
2020.0,4.0,36.37065,-7.22679
2018.0,11.0,-71.39195,-43.69898
2016.0,3.0,-42.56894,20.3405
2014.0,6.0,-60.5075,-7.3252
2020.0,11.0,126.49651335,8.54506205
2010.0,9.0,-51.974106355,-42.181405004
2015.0,8.0,-85.488168,-68.0489735
2015.0,1.0,-129.0905,5.1577
2019.0,8.0,-87.511750849,81.908283915
2019.0,1.0,-83.3929933199,-48.3903898068
2013.0,4.0,-178.68163,-5.951298
2011.0,2.0,-172.5911182648,-27.7238008353
2015.0,1.0,18.833528887,41.483113828
2017.0,4.0,149.17351,-43.34877
2017.0,5.0,91.57439832,-30.21245125
2020.0,10.0,32.64844638,19.16728701
2019.0,8.0,-135.398708395,-13.06690108
2010.0,1.0,-69.1849,49.01716
2021.0,9.0,-4.409,67.8535
2016.0,6.0,133.3063184,-81.4259728
2016.0,2.0,-62.681699567,-65.038137798
2011.0,1.0,131.4211708,82.04027376
2011.0,4.0,23.134223,-87.511737
2013.0,3.0,-97.5242,-40.9415
2017.0,9.0,145.75782389,44.25405885
2017.0,10.0,103.3148,-77.4451
2016.0,9.0,-90.68638864,22.375841023
2012.0,6.0,78.405174,-44.6914022
2019.0,11.0,71.16478596,52.677857457
2019.0,9.0,-125.8946466,-39.2582787
2018.0,5.0,108.38735787,-89.82626476
2016.0,6.0,0.386414,-37.343419
2014.0,4.0,-3.8762062576,7.3142418377
2019.0,11.0,-173.1344438972,72.8557416263
2019.0,12.0,-5.674632998,50.286993855
2016.0,12.0,13.8733,-15.7843
2016.0,6.0,-84.62556041,-34.88618628
2020.0,12.0,-42.9935622612,56.3253131494
2013.0,7.0,171.682060372,69.115566878
2012.0,1.0,-38.90318,50.1285889
2010.0,6.0,158.50633351,-30.42382427
2012.0,6.0,-165.7851948,-85.0799292
2012.0,5.0,140.8435794,-11.4715935
2012.0,8.0,-158.729622835,35.262476411
2010.0,10.0,2.1675,-45.2249
2021.0,1.0,-17.2879291,82.5372678
2012.0,6.0,38.1398,-4.2558
2021.0,6.0,176.348374,-21.394273
2020.0,7.0,-13.5271147,82.5853125
2018.0,7.0,-31.5050365176,51.5224077589
2012.0,10.0,163.8694983,68.1302282
2020.0,2.0,-20.3539475668,-31.1085487906
2013.0,6.0,-76.3348340752,-59.2589590913
2021.0,4.0,-94.305435,-86.115497
2014.0,7.0,-125.394544252,47.47418789
2012.0,6.0,-77.7859,-74.4137
2013.0,8.0,122.87378,-1.05648
2013.0,4.0,156.36305653,5.44984608
2015.0,1.0,-39.7052929498,-46.6997398677
2017.0,4.0,-77.8072,-33.2604
2011.0,8.0,-52.06236,40.55147
2018.0,8.0,-83.80984722,-45.81844722
2011.0,7.0,-41.586958109,52.802369333
2017.0,6.0,-28.1259762,-58.1596793
2021.0,1.0,66.7509,50.1165
2012.0,8.0,19.956149376,-49.064988529
2010.0,1.0,30.5469,-7.08269
2015.0,4.0,-81.95574725,62.00677528
2019.0,12.0,110.46507,62.25533
2013.0,5.0,152.80272874,65.29683732
2019.0,1.0,-60.241835893,56.78354498
2014.0,1.0,89.72039932,18.03456094
2014.0,7.0,110.497526267,18.223953769
2017.0,9.0,-169.9824935,35.5839049
2012.0,11.0,-2.98142037,8.95294711
2015.0,10.0,-178.2511,19.5312
2010.0,3.0,51.27645137,26.656569041
2019.0,11.0,110.5023672042,75.4405909075
2012.0,8.0,-160.22778,-13.1888
2015.0,9.0,87.071109494,41.014211723
2010.0,1.0,98.64896921,66.89114138
2015.0,7.0,-0.5634401,-84.4305768
2012.0,2.0,105.62929,3.96147
2011.0,4.0,-23.536057,-71.8071843
2013.0,9.0,-149.15751586,-22.34507391
2013.0,2.0,-46.63120653,0.34565927
2020.0,6.0,-62.5568184,31.4483261
2021.0,2.0,-117.6265372961,58.0313362617
2013.0,5.0,-22.7646629,75.4209394
2016.0,9.0,178.571895,-12.648174
2015.0,6.0,-169.89182673,38.08161408
2019.0,7.0,-112.744828,21.2015733
2015.0,4.0,-82.491682006,-5.629482602
2014.0,8.0,-172.12630855,80.73855665
2021.0,8.0,-120.6656,20.8202
2018.0,9.0,-110.91161962,59.36119658
2017.0,5.0,-145.6817,-39.91825
2017.0,8.0,64.52121922,9.16959495
2011.0,9.0,-113.491,27.2668
2021.0,12.0,74.85569,-19.55104
2011.0,2.0,32.23781,89.82763
2019.0,12.0,-163.630901078,60.449157805
2020.0,6.0,52.602670041,-84.265227594
2021.0,10.0,44.401464759,-35.516039807
2011.0,5.0,-89.847029,63.619838
2014.0,4.0,152.7949,-21.9934
2017.0,8.0,62.3591,-24.8062
2012.0,9.0,-147.015736854,-2.230443859
2014.0,9.0,108.02052398,-83.151555886
2013.0,6.0,-80.58092178,86.04303483
2010.0,12.0,160.02651,41.6809201
2020.0,4.0,-144.375687,-78.732553
2021.0,7.0,46.467587,-82.770838
2014.0,4.0,45.7348416,23.693524
2013.0,3.0,-15.6918074,-67.3913696
2016.0,5.0,34.98513,-74.319558
2015.0,12.0,-31.3042,-38.0599
2018.0,12.0,42.1674629,-82.4409603
2020.0,6.0,107.63188,75.10955
2013.0,2.0,-133.24291182,-64.39086864
2016.0,12.0,0.0651,-37.6328
2010.0,4.0,34.6603392,-29.7237394
2019.0,7.0,72.96526783,-66.96109779
2018.0,11.0,-155.49801,15.631772
2019.0,10.0,-94.041477486,-32.489001322
2015.0,5.0,-104.00182494,-36.886228
2014.0,8.0,-161.44296,13.9807
2013.0,2.0,-171.0333,16.9843
2016.0,7.0,117.9420175,32.8660354
2021.0,7.0,-39.43524723,-80.34045043
2017.0,9.0,-24.803558892,58.294476487
2017.0,2.0,168.480103,-82.935382
2019.0,11.0,154.8464429,-45.8602338
2012.0,4.0,-30.45155521,-13.42193648
2016.0,3.0,71.84538,-67.11879
2010.0,2.0,-125.060531342,10.672650564
2012.0,4.0,82.573506,-47.428826
2011.0,9.0,92.00135,64.4419
2014.0,5.0,-38.92296,-32.87783
2011.0,12.0,7.2586973707,-7.5390474595
2012.0,1.0,-88.5609,-56.8238
2010.0,6.0,-105.15698,64.02414
2010.0,2.0,-72.81632584,29.883329
2017.0,5.0,-52.4804,13.159
2019.0,8.0,58.140109883,-80.297418876
2011.0,10.0,-21.9433798878,-83.4694626598
2021.0,7.0,-164.65187,-13.22141
2013.0,3.0,-153.3389,44.2107
2016.0,9.0,86.63098,-4.83943
2021.0,8.0,-76.9581,29.4976
2017.0,7.0,-125.4802875,-69.1638189
2020.0,9.0,-157.9519332075,29.9605660746
2012.0,12.0,-4.9155,-27.8012
2019.0,4.0,146.241169834,43.393095178
2011.0,7.0,69.1809217268,37.9810911575
2018.0,10.0,3.948263,41.339132
2018.0,11.0,-52.74169,3.947151
2010.0,6.0,-17.2614545162,27.8527221786
2014.0,1.0,64.231997,84.521396
2019.0,10.0,101.60896898,56.41457988
2015.0,3.0,67.586437951,-89.9286469313
2021.0,9.0,-30.43453144,24.13934949
2018.0,4.0,135.564503,82.526208
2015.0,3.0,-27.281345,-62.799288
2016.0,5.0,44.08211,43.84917
2014.0,3.0,-2.5587,34.882
2016.0,7.0,-158.22309306,81.07106238
2010.0,1.0,159.03273,-60.86573
2016.0,9.0,-2.43416194,-79.02896947
2011.0,7.0,-170.58363,35.43354
2013.0,2.0,-33.586087,-60.595412
2010.0,3.0,73.4928,-3.5287
2021.0,3.0,135.766310503,53.119284818
2015.0,3.0,-1.0307346072,83.8964266311
2021.0,8.0,123.91418,-28.68033
2016.0,7.0,36.4664307,-24.6769543
2019.0,10.0,-87.0003565,31.8919766
2011.0,3.0,-159.57791377,2.797755663
2012.0,6.0,-10.7269,-13.79992
2010.0,3.0,131.749899224,33.575492937
2018.0,7.0,58.93338,61.63338
2018.0,11.0,-18.0117465,82.68970412
2021.0,3.0,-167.16897,65.77604
2014.0,9.0,21.1032,5.3432
2015.0,5.0,134.223132,-9.025594
2012.0,6.0,31.19830943,-23.83232332
2021.0,9.0,-81.6075575,18.3809991
2014.0,5.0,-97.76627431,-76.72779537
2017.0,4.0,150.3533585,-29.29876576
2020.0,11.0,71.7956,80.9432
2012.0,1.0,152.714883,-4.079893
2021.0,2.0,167.8176053567,-64.6742310764
2014.0,4.0,110.77622918,-47.20074334
2012.0,9.0,-168.5182885124,87.3598011154
2018.0,9.0,-155.49664,49.40154
2021.0,10.0,-19.6915,-16.4275
2020.0,9.0,72.857228747,64.261491958
2010.0,8.0,-65.772878,-10.081958
2013.0,5.0,-18.81764,79.05607
2019.0,12.0,-124.1012,24.5868
2015.0,9.0,175.48985,51.31804
2016.0,1.0,-77.8301,-10.6036
2011.0,11.0,145.627737,-84.740804
2011.0,7.0,166.0328,14.5835
2013.0,11.0,-71.87814096,5.40672764
2019.0,10.0,73.76121553,49.98658654
2016.0,5.0,-21.8815307,-79.4342551
2019.0,3.0,-2.34931734,46.44562603
2013.0,5.0,130.18442,-66.52366
2016.0,11.0,170.11159,-19.65786
2014.0,1.0,-15.4824862,22.1223141
2018.0,10.0,112.9815153684,18.7352523317
2010.0,1.0,-125.1214012951,31.2552304947
2015.0,5.0,106.47,-89.7554
2010.0,11.0,120.1780580738,41.9515164011
2013.0,11.0,-35.93559,-53.47956
2021.0,2.0,119.313295,86.459748
2018.0,10.0,34.7029623274,-70.0746022555
2021.0,7.0,-114.76650233,-70.83522103
2012.0,10.0,87.99545,-86.0816
2010.0,5.0,-53.12,-71.19379
2012.0,2.0,52.6616,-65.3859
2011.0,3.0,-92.6834,-47.5265
2021.0,5.0,172.489497,78.81371
2010.0,2.0,54.390626079,70.311587359
2020.0,12.0,157.499545,-13.501903
2018.0,11.0,-21.3831651,6.5866065
2010.0,11.0,-33.2088909307,23.3983107071
2015.0,5.0,-55.4784658753,85.2763318275
2018.0,1.0,-113.7323,22.5433
2021.0,7.0,21.8376791562,43.1357416001
2016.0,3.0,73.6366872,51.1331269
2019.0,1.0,22.10515,32.83266
2017.0,5.0,-76.120461,69.694909
2015.0,9.0,140.6234,62.984
2012.0,11.0,82.41576,-60.98573
2018.0,8.0,-128.363825509,-74.5186129141
2012.0,3.0,-41.64,-84.6387
2015.0,3.0,-35.88144671,17.17728968
2011.0,7.0,72.5884293,56.9635592
2017.0,5.0,134.13561,-64.85244
2021.0,5.0,-129.26871057,28.49632397
2020.0,6.0,-88.971856019,-76.584626136
2012.0,4.0,4.544661678,38.791692195
2017.0,10.0,114.7127409,45.0624725
2016.0,11.0,143.493007,-39.558906
2010.0,4.0,162.60144,0.88573
2012.0,2.0,-175.322054,-0.694435
2016.0,12.0,172.30245898,75.25872935
2018.0,6.0,-6.00053836,3.39346923
2010.0,8.0,-151.3831192,58.1873808
2018.0,9.0,-124.2093195,30.54316706
2021.0,11.0,-15.03095,-2.84455
2014.0,10.0,58.35847,11.94003
2015.0,10.0,11.21461,28.11023
2018.0,7.0,72.6391048,-34.1178597
2015.0,11.0,106.2066295045,-27.650933604
2019.0,12.0,122.2704114375,-79.9104548777
2018.0,6.0,2.23588,86.1744
2011.0,8.0,-141.0117379259,22.1532663346
2013.0,9.0,30.3058519,62.4146502
2018.0,3.0,24.554160128,70.020393146
2020.0,1.0,60.1506317,51.7240272
2012.0,9.0,-100.588467273,-3.711139425
2011.0,3.0,10.510185865,33.128555402
2018.0,2.0,51.0912,73.7775
2012.0,3.0,32.887675,64.2715683
2016.0,10.0,-4.833189,8.136077
2021.0,6.0,84.49309602,-22.17786776
2016.0,3.0,166.154382,89.9431523
2018.0,11.0,-88.17883837,84.43639011
2020.0,10.0,-90.050349239,-56.735864429
2018.0,9.0,169.0788686,-42.0239592
2013.0,1.0,-133.87787,-26.12211
2018.0,4.0,-118.5029,-59.5515
2013.0,6.0,110.3817169,85.08262659
2018.0,1.0,-86.9809,88.3946
2016.0,2.0,-115.28628,-60.73624
2020.0,12.0,88.85362,-74.522
2019.0,5.0,131.66708,1.86791
2017.0,8.0,-170.95604099,3.52577309
2018.0,12.0,139.814686,58.096666
2018.0,4.0,51.35459473,-23.71611682
2015.0,2.0,34.7070057,-44.5804574
2013.0,4.0,-164.68000366,-88.25407502
2021.0,12.0,115.1984199928,49.607817819
2012.0,4.0,7.0968637786,35.8315466803
2013.0,6.0,-10.678885,71.674682
2013.0,2.0,121.0260988,65.4989589
2017.0,1.0,-143.4992,-16.5067
2013.0,12.0,175.0714124,89.6191895
2012.0,9.0,-52.024285,86.043892
2011.0,9.0,-135.1772426,-60.2965581
2015.0,6.0,-160.893,59.2276
2012.0,5.0,142.465,82.8884
2019.0,9.0,-167.7751718032,41.0236217853
2015.0,1.0,-7.3524814363,-78.2670207391
2019.0,10.0,57.1561,-32.1678
2014.0,5.0,-159.4689008599,34.5586359736
2020.0,3.0,152.12308,-88.1567
2017.0,6.0,50.8163721035,89.5223202438
2014.0,5.0,92.48034983,-64.27864782
2010.0,11.0,58.137501,-31.697018
2014.0,11.0,-15.5131230519,77.9690668123
2010.0,4.0,-152.81236,42.522771
2015.0,12.0,4.90245,-30.93087
2010.0,1.0,3.93159,-75.85978
2021.0,5.0,170.581622,10.750798
2016.0,12.0,94.3032,-27.8023
2014.0,8.0,152.57242728,-80.41701886
